FQ;FCLTY;OWNER;TABLE_NAME;COLUMN_NAME;DATA_TYPE;LENGTH;PRECISION;SCALE;NULLABLE;COLUMN_ID
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;Index;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;InitialStep;tinyint;1;3;0;;20
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;KeyParameter;nvarchar;510;0;0;;19
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;Name;nvarchar;510;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;ParentGUID;uniqueidentifier;16;0;0;;24
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;PathGUID;nvarchar;72;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;RecipeRootGUID;uniqueidentifier;16;0;0;;25
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;RetainUnit;tinyint;1;3;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;SourceType;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;Unit;nvarchar;510;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;UnitAliasName;nvarchar;510;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;UnitClass;nvarchar;510;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;W;int;4;10;0;;12
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;X;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmSteps;Y;int;4;10;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;AlgorithmTransitionGUID;uniqueidentifier;16;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;ConvergingTransition;bit;1;1;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Description;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;DivergingTransition;bit;1;1;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Expression;ntext;16;0;0;;19
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;ForceAutomation;bit;1;1;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Group;uniqueidentifier;16;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Name;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;ParentGUID;uniqueidentifier;16;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;RecipeRootGUID;uniqueidentifier;16;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Termination;tinyint;1;3;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;X;int;4;10;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_AlgorithmTransitions;Y;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_Behaviors;BehaviorGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_Behaviors;Event;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_Behaviors;FileName;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_Behaviors;ParameterGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_CommentTypes;CommentTypeGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_CommentTypes;Description;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_CommentTypes;IsSystemType;bit;1;1;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_CommentTypes;Name;nvarchar;100;0;0;;2
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_CommentTypes;StampGUID;nvarchar;72;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;ConnectionLineGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;EndX;nvarchar;20;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;EndY;nvarchar;20;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;ParentGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;StartX;nvarchar;20;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConnectionLines;StartY;nvarchar;20;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConvergingPathInstances;ConvergingPathInstanceGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConvergingPathInstances;IsComplete;bit;1;1;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConvergingPathInstances;PathGUID;nvarchar;72;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ConvergingPathInstances;TransitionGroupInstanceGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;Default;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;EnumEntryGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;EnumSetGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;Name;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;Selectable;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumEntries;Value;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;DateTimeStamp;datetime;8;23;3;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;EnumSetGUID;uniqueidentifier;16;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;Fixed;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;Name;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;OrderGUID;uniqueidentifier;16;0;0;;12
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;OrderItemType;tinyint;1;3;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;RecipeRootGUID;uniqueidentifier;16;0;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;TimeStamp;nvarchar;20;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;User;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_EnumSets;Version;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;CV;nvarchar;510;0;0;;25
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Changeable;tinyint;1;3;0;;29
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;DeferToOM;smallint;2;5;0;;19
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;DeferToRM;smallint;2;5;0;;20
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Description;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Direction;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EBRActualRequired;smallint;2;5;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EBRChart;bit;1;1;0;;12
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EBRDisplay;smallint;2;5;0;;14
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EBRPopulateActual;smallint;2;5;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EBRTimerInterval;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;EnforceMinMax;bit;1;1;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Format;nvarchar;100;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Group;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;High;nvarchar;200;0;0;;21
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;InstructionParameterGUID;uniqueidentifier;16;0;0;;32
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Low;nvarchar;200;0;0;;22
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Name;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;ParentGUID;uniqueidentifier;16;0;0;;33
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;RepeatType;tinyint;1;3;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;RepeatingExitExpression;nvarchar;1000;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Scalable;tinyint;1;3;0;;23
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;SendToHistorian;bit;1;1;0;;30
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Sequence;int;4;10;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Set;nvarchar;510;0;0;;27
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;SetGUID;uniqueidentifier;16;0;0;;31
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;StringValue;nvarchar;510;0;0;;28
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Target;nvarchar;8000;0;0;;24
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;Type;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;UOM;nvarchar;510;0;0;;26
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_InstructionParameters;ValidationExpression;nvarchar;1000;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;ActionDateTime;datetime;8;23;3;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;Comment;ntext;16;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;CommentTypeGUID;uniqueidentifier;16;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;ItemInstanceCommentGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;ItemInstanceGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceComments;UserID;nvarchar;100;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;ActionDateTime;datetime;8;23;3;;18
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Active;bit;1;1;0;;19
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;CV;nvarchar;510;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;CV2;ntext;16;0;0;;24
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;High;nvarchar;200;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;IsBlob;bit;1;1;0;;12
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;IsScan;bit;1;1;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;ItemInstanceParameterGUID;uniqueidentifier;16;0;0;;22
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;ItemInstanceParameterIterationGUID;uniqueidentifier;16;0;0;;21
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;ItemInstanceSignatureGroupGUID;uniqueidentifier;16;0;0;;23
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Low;nvarchar;200;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Set;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;SetGUID;uniqueidentifier;16;0;0;;20
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Source;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;SourceGUID;nvarchar;72;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;StartEvalDateTime;datetime;8;23;3;;17
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;StringValue;nvarchar;510;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Target;nvarchar;510;0;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;UOM;nvarchar;510;0;0;;14
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterIterations;Version;int;4;10;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterMessages;ItemInstanceParameterIterationGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterMessages;ItemInstanceParameterMessageGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterMessages;Message;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameterMessages;MessageType;tinyint;1;3;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;BehaviorVersion;nvarchar;100;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;IsComplete;bit;1;1;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;ItemInstanceGUID;uniqueidentifier;16;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;ItemInstanceParameterGUID;uniqueidentifier;16;0;0;;14
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;Name;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;OverrideBehavior;bit;1;1;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;OverrideValue;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;ParameterDefinitionGUID;uniqueidentifier;16;0;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;ParameterGUID;uniqueidentifier;16;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;RepeatType;tinyint;1;3;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_ItemInstanceParameters;Set;nvarchar;510;0;0;;5
