"FQ","FCLTY","OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,TL_LL,NUMBER,"22","7","3",N,"13"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,SH_LL,NUMBER,"22","7","3",N,"11"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,PD_UL,NUMBER,"22","7","3",N,"10"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_SIGMA_FLG,CHAR,"1",,,N,"22"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_Q_LSL_FLG,CHAR,"1",,,N,"20"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_SIGMA_FLG,CHAR,"1",,,N,"11"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,INSTRUMENT,CHAR,"5",,,Y,"8"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,SAMPLING_TYPE,VARCHAR2,"20",,,Y,"7"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_Q_LSL_REF,NUMBER,"22","8","3",N,"19"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLING_TOLERANCE,NUMBER,"22","5","0",N,"3"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,LIM_UL,NUMBER,"22",,,Y,"14"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,AREA,VARCHAR2,"25",,,N,"2"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CART_PER_PLAN,NUMBER,"22",,,Y,"5"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,USR_ID,VARCHAR2,"10",,,N,"10"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CART_PRODUCE,NUMBER,"22",,,Y,"6"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_NEAR_LL,NUMBER,"22","8","3",N,"13"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_Q_LSL_LL,NUMBER,"22","8","3",N,"7"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH,VARCHAR2,"50",,,N,"1"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_AVG_LL,NUMBER,"22","8","3",N,"4"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_LIMIT_FLG,CHAR,"1",,,N,"14"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_Q_LSL_LL,NUMBER,"22","8","3",N,"18"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_SIGMA_UL,NUMBER,"22","8","3",N,"10"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_LL,NUMBER,"22","8","3",N,"12"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SFMAX_COMPLY_STATE,VARCHAR2,"5",,,N,"8"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,VALUE_DT,DATE,"7",,,Y,"12"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_AVG_UL,NUMBER,"22","8","3",N,"5"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_SIGMA_UL,NUMBER,"22","8","3",N,"21"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,SAMPLING_ID,NUMBER,"22",,,Y,"4"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CALC,VARCHAR2,"5",,,Y,"10"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SFMEAN,NUMBER,"22","7","2",Y,"6"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_AVG_FLG,CHAR,"1",,,N,"6"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,LIM_LL,VARCHAR2,"0",,,Y,"13"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SFMAX,NUMBER,"22","7","2",Y,"5"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,IS_COMPLY,VARCHAR2,"5",,,N,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_RESERVED,TS_RESERVED,DATE,"7",,,N,"1"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,BATCH,VARCHAR2,"50",,,Y,"1"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,IFMAX_COMPLY_STATE,VARCHAR2,"5",,,N,"7"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SAMPLE_ID,NUMBER,"22","3","0",N,"2"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_Q_LSL_FLG,CHAR,"1",,,N,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_RESERVED,SERIAL_NUMBER,VARCHAR2,"50",,,N,"2"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_AVG_UL,NUMBER,"22","8","3",N,"16"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SAMPLE_DT,DATE,"7",,,N,"11"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,PRODUCT_CODE,VARCHAR2,"50",,,Y,"2"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,VALUE,NUMBER,"22",,,Y,"11"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,BATCH_Q_LSL_REF,NUMBER,"22","8","3",N,"8"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_UL,NUMBER,"22","8","3",N,"23"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_AVG_FLG,CHAR,"1",,,N,"17"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,MEASURE,VARCHAR2,"10",,,Y,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,IS_BATCH_CLOSE,CHAR,"1",,,Y,"3"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,IFMAX,NUMBER,"22","7","2",Y,"3"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SFMIN,NUMBER,"22","7","2",Y,"4"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_SAMPLES,SAMPLING_ID,NUMBER,"22","38","0",N,"1"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_ZWICK_FTL_LIMITS,SAMPLE_AVG_LL,NUMBER,"22","8","3",N,"15"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,NOMINAL,VARCHAR2,"0",,,Y,"15"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,MEASURE,VARCHAR2,"10",,,N,"3"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,SAMPLING_ID,NUMBER,"22",,,Y,"4"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,LIM_LL,VARCHAR2,"0",,,Y,"13"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,Q_LSL,NUMBER,"22","8","3",Y,"8"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,SAMPLING_TYPE,VARCHAR2,"20",,,Y,"7"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,BATCH,VARCHAR2,"50",,,N,"1"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,SAMPLING_ID,NUMBER,"22","38","0",N,"2"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,NOMINAL,VARCHAR2,"0",,,Y,"15"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,PRODUCT_CODE,VARCHAR2,"50",,,Y,"2"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,BATCH,VARCHAR2,"50",,,Y,"1"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,CART_PER_PLAN,NUMBER,"22",,,Y,"5"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,IS_BATCH_CLOSE,CHAR,"1",,,Y,"3"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,AVG,NUMBER,"22","8","3",N,"6"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,LIM_UL,NUMBER,"22",,,Y,"14"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,Q_USL,NUMBER,"22","8","3",Y,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,MEASURE,VARCHAR2,"10",,,Y,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,CALC,VARCHAR2,"5",,,Y,"10"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,CART_PRODUCE,NUMBER,"22",,,Y,"6"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,INSTRUMENT,CHAR,"3",,,Y,"8"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,MIN,NUMBER,"22","7","2",N,"4"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,MAX,NUMBER,"22","7","2",N,"5"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,VALUE,NUMBER,"22",,,Y,"11"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,CALC_DT,DATE,"7",,,N,"10"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_DIMCARP_STATS,SIGMA,NUMBER,"22","8","3",N,"7"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_STATS_VIEW,VALUE_DT,DATE,"7",,,Y,"12"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,BATCH,VARCHAR2,"50",,,Y,"1"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,CALIB_ID,NUMBER,"22","2","0",Y,"2"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,SH,NUMBER,"22",,,Y,"7"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,PD,NUMBER,"22",,,Y,"6"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,SAMPLE_ID,NUMBER,"22","1","0",Y,"3"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,TL,NUMBER,"22",,,Y,"5"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,CART_PRODUCE,NUMBER,"22","10","0",Y,"4"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,IS_COMPLY,CHAR,"1",,,Y,"11"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,IS_PD_COMPLY,CHAR,"1",,,Y,"9"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,CALIB_DT,DATE,"7",,,Y,"12"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,IS_TL_COMPLY,CHAR,"1",,,Y,"8"
ORA_PRD111_PAW_SUZHOU,"0037",IPC_OWNER,IPC_DIMCARP_CALIBRATIONS_VIEW,IS_SH_COMPLY,CHAR,"1",,,Y,"10"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,PROCESSED,VARCHAR2,"1",,,N,"13"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SFMIN,NUMBER,"22","7","2",N,"6"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ATTRIBUTE,ID,NUMBER,"22","5","0",N,"1"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SAMPLING_TYPE,VARCHAR2,"20",,,N,"11"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ATTRIBUTE,PARENT_ID,NUMBER,"22","5","0",Y,"4"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,TX_SPECIMEN,NUMBER,"22","38","0",Y,"2"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ATTRIBUTE,VALUE,VARCHAR2,"255",,,Y,"3"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,BATCH,VARCHAR2,"50",,,N,"9"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,PRODUCT_CODE,VARCHAR2,"50",,,N,"10"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SFMAX,NUMBER,"22","7","2",N,"4"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SERIAL_NUMBER,VARCHAR2,"50",,,N,"12"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SFMEAN,NUMBER,"22","7","2",N,"5"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,USR_ID,VARCHAR2,"10",,,N,"7"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,IFMAX,NUMBER,"22","7","2",N,"3"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,ID,NUMBER,"22","38","0",N,"1"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ATTRIBUTE,NAME,VARCHAR2,"50",,,N,"2"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ZWICK_PGF_SAMPLE_DATA,SAMPLE_DT_UTC,DATE,"7",,,Y,"8"
ORA_PRD2269_PAW_GMDM,"0049",IPC_OWNER,IPC_ATTRIBUTE,ELEMENT_ID,NUMBER,"22","5","0",Y,"5"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,SAMPLING_TYPE,VARCHAR2,"20",,,Y,"7"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,NOMINAL,VARCHAR2,"0",,,Y,"15"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,SH_LL,NUMBER,"22","7","3",N,"11"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CALC,VARCHAR2,"5",,,Y,"10"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,CART_PRODUCE,NUMBER,"22","10","0",N,"5"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CART_PRODUCE,NUMBER,"22",,,Y,"6"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,PRODUCT_CODE,VARCHAR2,"50",,,Y,"2"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,BATCH,VARCHAR2,"50",,,N,"1"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,IS_COMPLY,CHAR,"1",,,N,"18"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,VALUE_DT,DATE,"7",,,Y,"12"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,TL,NUMBER,"22","7","3",N,"8"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,IS_BATCH_CLOSE,CHAR,"1",,,Y,"3"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,MEASURE,VARCHAR2,"10",,,Y,"9"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,PD,NUMBER,"22","7","3",N,"6"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,LIM_UL,NUMBER,"22",,,Y,"14"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,INSTRUMENT,CHAR,"5",,,Y,"8"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,SAMPLE_ID,NUMBER,"22","1","0",N,"3"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,TL_UL,NUMBER,"22","7","3",N,"14"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,SH,NUMBER,"22","7","3",N,"7"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,BATCH,VARCHAR2,"50",,,Y,"1"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,PD_UL,NUMBER,"22","7","3",N,"10"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,VALUE,NUMBER,"22",,,Y,"11"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,TL_LL,NUMBER,"22","7","3",N,"13"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,PD_LL,NUMBER,"22","7","3",N,"9"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,IS_PD_COMPLY,CHAR,"1",,,N,"15"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,PHASE,VARCHAR2,"5",,,N,"4"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,CART_PER_PLAN,NUMBER,"22",,,Y,"5"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,IS_TL_COMPLY,CHAR,"1",,,N,"17"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,LIM_LL,VARCHAR2,"0",,,Y,"13"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,SH_UL,NUMBER,"22","7","3",N,"12"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ZWICK_PGF_STATS_VIEW,SAMPLING_ID,NUMBER,"22",,,Y,"4"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,CALIB_DT,DATE,"7",,,N,"19"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,IS_SH_COMPLY,CHAR,"1",,,N,"16"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_DIMCARP_TLU_CALIBRATIONS,CALIB_ID,NUMBER,"22","2","0",N,"2"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,DGB_NEAR_UL,NUMBER,"22","7","2",N,"51"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,BATCH,VARCHAR2,"50",,,N,"1"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,CDS_BATCH_AVG_LL,NUMBER,"22","8","3",N,"19"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,CDS_CAL_UL,NUMBER,"22","7","2",N,"11"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_FTL_STATS,CALC_DT,DATE,"7",,,N,"9"
ORA_PRD248_GIPC_GMDM,"0314",IPC_OWNER,IPC_ESIGNS,SPV_NOTE,NVARCHAR2,"4000",,,Y,"11"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,DGB_UL,NUMBER,"22","7","2",N,"9"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_UPG_LIMITS,DDS_SAMPLE_AVG_LL,NUMBER,"22","8","3",N,"44"
ORA_PRD1269_IPC_GMDM_USER,"0071",IPC_OWNER,IPC_ZWICK_FTL_STATS,Q_LSL,NUMBER,"22","8","3",Y,"8"
